2,1152921504606846976
3,1668
4,1627
5,1627
6,1627
7,1627
8,1627
9,1627
10,1627
11,1627
12,1627
13,1627
14,1627
15,1627
16,1627
17,1627
18,1627
19,1627
20,1627
21,1627
22,1627
23,1627
24,1627
25,1627
26,1627
27,1627
28,1627
29,1627
30,1627
31,1627
32,1627
33,1627
34,1627
35,1627
36,1627
37,1627
38,1627
39,1627
40,1627
41,1627
42,1627
43,1627
44,1627
45,1627
46,1627
47,1627
48,1627
49,1627
50,1627
51,1627
52,1627
53,1627
54,1627
55,1627
56,1627
57,1627
58,1627
59,1627
60,1627
61,1627
1627
